index  confidence   rules
 20456  0.913        ['15129', '14867', '15319', '15206']=>['14889', '15009']
 20457  0.913        ['15129', '14867', '15319', '15206']=>['14889', '15009', '15202']
 20458  0.913        ['14889', '15129', '14867', '15319']=>['15009', '15202', '15206']
 20459  0.913        ['15125', '14867', '15227', '14773', '15117', '15165']=>['15180', '15155', '14970']
 20460  0.913        ['15125', '14970', '15227', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20461  0.913        ['14867', '15227', '14773', '15117', '15155', '15180']=>['15125', '15165', '14970']
 20462  0.913        ['15125', '14867', '15227', '15117', '15155', '15180']=>['14773', '15165', '14970']
 20463  0.913        ['14970', '15227', '14773', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20464  0.913        ['15125', '14970', '14773', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20465  0.913        ['15125', '14867', '14970', '15155', '15165']=>['15180', '15227', '15117', '14773']
 20466  0.913        ['15125', '15227', '15117', '15180', '15165']=>['14773', '15155', '14970', '14867']
 20467  0.913        ['14867', '14773', '15155', '15180', '15165']=>['15125', '15227', '15117', '14970']
 20468  0.913        ['15227', '14773', '15117', '15180', '15165']=>['15125', '15155', '14970', '14867']
 20469  0.913        ['15526', '15227', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20470  0.913        ['15526', '15227', '15117', '15165']=>['15125', '15155', '14970', '14867']
 20471  0.913        ['15125', '14970', '15227', '15117', '15155', '14773', '15180']=>['15526', '15165']
 20472  0.913        ['15125', '14773', '15117', '15155', '15165']=>['15180', '15227', '15526', '14970']
 20473  0.913        ['15526', '15227', '15117', '15165']=>['15125', '14773', '15155', '15180', '14970']
 20474  0.913        ['15180', '15227', '14773', '15155']=>['15125', '15117', '14970', '14867']
 20475  0.913        ['15125', '15165', '14970']=>['15227']
 20476  0.913        ['15125', '15227', '14970']=>['15165']
 20477  0.913        ['15125', '15165', '14970']=>['15526', '15117']
 20478  0.913        ['15125', '15117', '14970']=>['15526', '15165']
 20479  0.913        ['15125', '15117', '14970']=>['15526', '15155', '14867']
 20480  0.913        ['15125', '15227', '14970']=>['15526', '14773', '15117', '14867']
 20481  0.913        ['15125', '15117', '14970']=>['15526', '15227', '14773', '14867']
 20482  0.913        ['15091', '14922', '15042']=>['15180', '15200', '14984', '14132']
 20483  0.913        ['15117', '14970']=>['14867']
 20484  0.913        ['14867', '15227', '14773', '15155', '15180']=>['15125', '15165', '14970']
 20485  0.913        ['15125', '14867', '15227', '15155', '15180']=>['14773', '15165', '14970']
 20486  0.913        ['14970', '15227', '14773', '15155', '15165']=>['15180', '15125', '14867']
 20487  0.913        ['15125', '15227', '14773', '15180', '15165']=>['15155', '14970', '14867']
 20488  0.913        ['15125', '15165', '15155']=>['15526', '15227', '14970', '14867']
 20489  0.913        ['15180', '15125', '14773', '15165']=>['15526', '15227', '15155', '14970']
 20490  0.913        ['15125', '15165', '15155']=>['15526', '15227', '14773', '15180', '14970']
 20491  0.913        ['15125', '15165', '14867', '14970']=>['15155']
 20492  0.913        ['15125', '15526', '15117', '15227']=>['14773', '15165']
 20493  0.913        ['15526', '15227', '15117', '14773']=>['15125', '15165']
 20494  0.913        ['15091', '15180', '14984']=>['15200', '14922']
 20495  0.913        ['15180', '15227', '15117', '14867']=>['15526', '15165']
 20496  0.913        ['15125', '15526', '15227', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20497  0.913        ['15526', '15227', '15117', '14773', '15165']=>['15125', '15155', '14970', '14867']
 20498  0.913        ['15117', '15155', '14970', '15165']=>['15125', '15526', '15227', '14773', '14867']
 20499  0.913        ['15227', '15165', '15155']=>['15125', '15526', '15117', '14773', '14867', '14970']
 20500  0.913        ['15526', '15117', '15165']=>['15180', '14867']
 20501  0.913        ['15526', '15117', '15165']=>['15180', '15227', '14970']
 20502  0.913        ['15125', '15117', '15165']=>['15180', '14773', '14867']
 20503  0.913        ['15526', '15117', '15165']=>['15227', '14970', '14867']
 20504  0.913        ['15125', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20505  0.913        ['14132', '15052']=>['15180', '14984']
 20506  0.913        ['15526', '14773', '15155', '14970']=>['15180', '15227']
 20507  0.913        ['15125', '14773', '15117', '14970']=>['15526', '15165']
 20508  0.913        ['15125', '15227', '15117']=>['14773', '15155', '14867']
 20509  0.913        ['15526', '14773', '15155', '14970']=>['15125', '15117', '14867']
 20510  0.913        ['15125', '14773', '15117', '14970']=>['15526', '15155', '14867']
 20511  0.913        ['15180', '15010', '14984']=>['14922']
 20512  0.913        ['15487', '14922']=>['15200']
 20513  0.913        ['15180', '15165', '15155', '14867']=>['15227', '15117']
 20514  0.913        ['14970', '15526', '14773', '15117', '15165']=>['15180', '14867']
 20515  0.913        ['14867', '15526', '14773', '15117', '15180']=>['15165', '14970']
 20516  0.913        ['14867', '15526', '15227', '14773', '15180']=>['15125', '15165']
 20517  0.913        ['15180', '15227', '15165']=>['15125', '15526', '14773', '14867']
 20518  0.913        ['15125', '14867', '15526', '15117', '15180']=>['15165', '14970']
 20519  0.913        ['15125', '14773', '15155', '15165']=>['15526', '15227', '14970', '14867']
 20520  0.913        ['14717', '14197', '14984', '14226']=>['15190']
 20521  0.913        ['15180', '14922', '14984', '14283']=>['14132']
 20522  0.913        ['15180', '15125', '14970', '14867']=>['15526', '15165']
 20523  0.913        ['15180', '15526', '15165', '14867']=>['15125', '14970']
 20524  0.913        ['15227', '15117', '14970', '15165']=>['15180', '14867']
 20525  0.913        ['15165', '15155', '14970']=>['15125', '15227', '14773']
 20526  0.913        ['15180', '15227', '15117']=>['14773', '14970', '14867']
 20527  0.913        ['15180', '15227', '15117']=>['15125', '14970', '14867']
 20528  0.913        ['15180', '15227', '15117', '14970']=>['15526', '14773', '15165']
 20529  0.913        ['15125', '15227', '15165', '14867']=>['15180', '15526', '15117']
 20530  0.913        ['15227', '15117', '14867', '14970']=>['15125', '15526', '15165']
 20531  0.913        ['15227', '15117', '14867', '14970']=>['15526', '14773', '15165']
 20532  0.913        ['14773', '15155', '14867', '14970']=>['15180', '15125', '15117']
 20533  0.913        ['15180', '15227', '15117', '14970']=>['15125', '15526', '15165']
 20534  0.913        ['14132', '14984', '15042']=>['15180', '14922']
 20535  0.913        ['14773', '15155', '15117']=>['15526', '14867']
 20536  0.913        ['15526', '15227', '14773']=>['15180']
 20537  0.913        ['15227', '15117', '15155']=>['14970', '14867']
 20538  0.913        ['15227', '15117', '14970']=>['15155', '14867']
 20539  0.913        ['15526', '15227', '14970', '14867']=>['15180', '15125']
 20540  0.913        ['15227', '15117', '14970']=>['15125', '14773', '15165']
 20541  0.913        ['15227', '15117', '15155']=>['15180', '15125', '15526', '14970']
 20542  0.913        ['15227', '15117', '14970']=>['15180', '15125', '15526', '15155']
 20543  0.913        ['15227', '15117', '14970']=>['15180', '15526', '14773', '15155']
 20544  0.913        ['15227', '15117', '15155']=>['15180', '15526', '14773', '14970']
 20545  0.913        ['14867', '14970', '15526', '15227', '14773']=>['15165']
 20546  0.913        ['15125', '14867', '15526', '14773', '15117', '15180']=>['15165', '14970']
 20547  0.913        ['15125', '14970', '15526', '15117', '15165']=>['15180', '14773', '14867']
 20548  0.913        ['15227', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20549  0.913        ['15227', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20550  0.913        ['15125', '14773', '14970']=>['15227', '15117', '15155']
 20551  0.913        ['15180', '15125', '14970']=>['15117', '14867']
 20552  0.913        ['15125', '15227', '14773', '14970']=>['15165']
 20553  0.913        ['15227', '14773', '15165']=>['15125', '14970']
 20554  0.913        ['15227', '14773', '15155', '15117']=>['15165']
 20555  0.913        ['14773', '15117', '14867', '14970']=>['15180', '15125', '15227']
 20556  0.913        ['15117', '15155', '14867', '14970']=>['15526', '15165']
 20557  0.913        ['15125', '14867', '14970', '14773', '15180']=>['15526', '15165']
 20558  0.913        ['15125', '15526', '15165', '14970']=>['15180', '14773', '14867']
 20559  0.913        ['15117', '15155', '14867', '14970']=>['15180', '15526', '15227']
 20560  0.913        ['15227', '15117', '15155', '14867']=>['15180', '15526', '14970']
 20561  0.913        ['15125', '14970', '15227', '15117', '15180']=>['15526', '14773', '15165']
 20562  0.913        ['14970', '15227', '14773', '15117', '15180']=>['15125', '15526', '15165']
 20563  0.913        ['15125', '15526', '15165', '14970']=>['15180', '15227', '15117', '14773']
 20564  0.913        ['15125', '15526', '15165', '14970']=>['14773', '15227', '15117', '14867']
 20565  0.913        ['15117', '14867', '15165', '14970']=>['15180', '15155']
 20566  0.913        ['15227', '14773', '15155', '15165']=>['15180', '14867']
 20567  0.913        ['15125', '14867', '15117', '15155', '15180']=>['15526', '15165']
 20568  0.913        ['15526', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20569  0.913        ['14867', '15526', '14773', '15155', '15165']=>['15180', '15117']
 20570  0.913        ['15526', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20571  0.913        ['15125', '14970', '15227', '15117', '15165']=>['15180', '14867']
 20572  0.913        ['15117', '14867', '15165', '14970']=>['15180', '15125', '15227']
 20573  0.913        ['15180', '15125', '15165', '14970']=>['15227', '15117', '14867']
 20574  0.913        ['14970', '15227', '14773', '15117', '15165']=>['15180', '14867']
 20575  0.913        ['15117', '14867', '15165', '14970']=>['15180', '15227', '14773']
 20576  0.913        ['15125', '14867', '15227', '14773', '15165']=>['15180', '15526', '15117']
 20577  0.913        ['15125', '15227', '15155']=>['15165']
 20578  0.913        ['15200', '14825']=>['15180', '14984', '14132']
 20579  0.913        ['15125', '15227', '15155']=>['15117', '14970', '14867']
 20580  0.913        ['15125', '15526', '15155', '14970']=>['15180', '15227', '15117', '14773']
 20581  0.913        ['15125', '15227', '15155']=>['15526', '14773', '15117', '15180', '14970']
 20582  0.913        ['15180', '14773', '15117', '15155']=>['15125', '15165']
 20583  0.913        ['14773', '15155', '14867', '15165']=>['15125', '15117']
 20584  0.913        ['14773', '15155', '14867', '15165']=>['15526', '14970']
 20585  0.913        ['14867', '14970', '15526', '15180', '15165']=>['15227', '15155']
 20586  0.913        ['15180', '15526', '15227', '15165']=>['15155', '14970', '14867']
 20587  0.913        ['15125', '15227', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20588  0.913        ['15227', '14773', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20589  0.913        ['15180', '15125', '15165', '14867']=>['14773', '15227', '15117', '15155']
 20590  0.913        ['15125', '15165', '15155', '14867']=>['15180', '15227', '15117', '14773']
 20591  0.913        ['15180', '15125', '15165', '15155']=>['14773', '15227', '15117', '14867']
 20592  0.913        ['15129', '15117', '14831']=>['15009']
 20593  0.913        ['15180', '15125', '14773', '15155']=>['15165']
 20594  0.913        ['15125', '15227', '15117', '15155']=>['14773', '15165']
 20595  0.913        ['15125', '15227', '15526', '15165']=>['15155', '14867']
 20596  0.913        ['15125', '15227', '15526', '15165']=>['15180', '15155']
 20597  0.913        ['14867', '14970', '14773', '15117', '15155']=>['15526', '15165']
 20598  0.913        ['14773', '15117', '14970', '15165']=>['15526', '15155', '14867']
 20599  0.913        ['14773', '15117', '14970', '15165']=>['15180', '15526', '15155']
 20600  0.913        ['14867', '14970', '14773', '15155', '15117']=>['15180', '15526', '15227']
 20601  0.913        ['15125', '14970', '15227', '14773', '15117', '15165']=>['15180', '14867']
 20602  0.913        ['15125', '14970', '14773', '15180', '15165']=>['15227', '15117', '14867']
 20603  0.913        ['15125', '14867', '14773', '15117', '15155', '15180']=>['15526', '15165']
 20604  0.913        ['15526', '14773', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20605  0.913        ['14970', '15526', '15227', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20606  0.913        ['15125', '14970', '15526', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20607  0.913        ['14867', '15526', '15227', '15117', '15165']=>['15180', '15125', '15155', '14970']
 20608  0.913        ['14867', '14970', '15117', '15155', '15165']=>['15180', '15125', '15227', '15526']
 20609  0.913        ['14970', '15526', '15227', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20610  0.913        ['14867', '14970', '15117', '15155', '15165']=>['15180', '15526', '15227', '14773']
 20611  0.913        ['14867', '15526', '15227', '15117', '15165']=>['15180', '14773', '15155', '14970']
 20612  0.913        ['15180', '15125', '14867']=>['14773', '15117']
 20613  0.913        ['15180', '15125', '15526', '14773']=>['14970', '14867']
 20614  0.913        ['15180', '15125', '14867']=>['15526', '14773', '14970']
 20615  0.913        ['15180', '15125', '15526', '14773']=>['15227', '15155']
 20616  0.913        ['15125', '15227', '14773', '15155']=>['15165']
 20617  0.913        ['15125', '15227', '14773', '15155']=>['15117', '14970', '14867']
 20618  0.913        ['15117', '15155', '14970']=>['15125', '15227', '14773', '14867']
 20619  0.913        ['15125', '15227', '14970', '14867']=>['15180', '15526', '14773', '15155']
 20620  0.913        ['14970', '15262']=>['15165']
 20621  0.913        ['15180', '15227', '14970', '14867']=>['15125', '14773', '15165']
